"title","year","metacritic_score","metacritic_rank","oscars_nom","oscars_win","min_oscar_nom_rank","oscar_win_rank","tie_rank"
"Samsara",2012,65,208,0,0,232,11,9
"Generation P",2012,65,209,0,0,232,11,10
"Bad 25",2012,65,210,0,0,232,11,11
"Bonsái",2012,65,211,0,0,232,11,12
"Comic-Con Episode IV: A Fan's Hope",2012,64,212,0,0,232,11,1
"The Innkeepers",2012,64,213,0,0,232,11,2
"Quartet",2012,64,214,0,0,232,11,3
"Prometheus",2012,64,215,0,0,232,11,4
"Goon",2012,64,216,0,0,232,11,5
"Domain",2012,64,217,0,0,232,11,6
"Toys in the Attic",2012,64,218,0,0,232,11,7
"Gypsy",2012,64,219,0,0,232,11,8
"Killing Them Softly",2012,64,220,0,0,232,11,9
"We Have a Pope",2012,64,221,0,0,232,11,10
"Last Call at the Oasis",2012,64,222,0,0,232,11,11
"The Grey",2012,64,223,0,0,232,11,12
"Michael",2012,64,224,0,0,232,11,13
"Nobody Else But You (Poupoupidou)",2012,63,225,0,0,232,11,1
"Return",2012,63,226,0,0,232,11,2
"Splinters",2012,63,227,0,0,232,11,3
"A Cat in Paris",2012,63,228,0,0,232,11,4
"The Other Son",2012,63,229,0,0,232,11,5
"Anna Karenina",2012,63,230,0,0,232,11,6
"The Hunter",2012,63,231,0,0,232,11,7
"Les Misérables",2012,63,232,1,0,232,11,8
"North Sea Texas",2012,63,233,0,0,232,11,9
"Keyhole",2012,63,234,0,0,232,11,10
"The Fitzgerald Family Christmas",2012,62,235,0,0,232,11,1
"Simon & the Oaks",2012,62,236,0,0,232,11,2
"California Solo",2012,62,237,0,0,232,11,3
"Killer Joe",2012,62,238,0,0,232,11,4
"Klown",2012,62,239,0,0,232,11,5
"Dreams of a Life",2012,62,240,0,0,232,11,6
"Ted",2012,62,241,0,0,232,11,7
"Buffalo Girls",2012,62,242,0,0,232,11,8
"The Woman in Black",2012,62,243,0,0,232,11,9
"The Five-Year Engagement",2012,62,244,0,0,232,11,10
"Dragon",2012,62,245,0,0,232,11,11
"Warriors of the Rainbow: Seediq Bale",2012,62,246,0,0,232,11,12
"The Best Exotic Marigold Hotel",2012,62,247,0,0,232,11,13
"Hello I Must Be Going",2012,62,248,0,0,232,11,14
"Nuit #1",2012,61,249,0,0,232,11,1
"2 Days in New York",2012,61,250,0,0,232,11,2
"Big Miracle",2012,61,251,0,0,232,11,3
"Roadie",2012,61,252,0,0,232,11,4
"Madrid, 1987",2012,61,253,0,0,232,11,5
"10 Years",2012,61,254,0,0,232,11,6
"Barrymore",2012,61,255,0,0,232,11,7
"This Must Be the Place",2012,61,256,0,0,232,11,8
"17 Girls",2012,61,257,0,0,232,11,9
"For Ellen",2012,61,258,0,0,232,11,10
"The Bourne Legacy",2012,61,259,0,0,232,11,11
"Otelo Burning",2012,60,260,0,0,232,11,1
"Quill: The Life of a Guide Dog",2012,60,261,0,0,232,11,2
"Where Do We Go Now?",2012,60,262,0,0,232,11,3
"Jeff Who Lives at Home",2012,60,263,0,0,232,11,4
"The Do-Deca-Pentathlon",2012,60,264,0,0,232,11,5
"Any Day Now",2012,60,265,0,0,232,11,6
"Fightville",2012,60,266,0,0,232,11,7
"Dredd",2012,60,267,0,0,232,11,8
"Men on the Bridge",2012,60,268,0,0,232,11,9
"Fred Won't Move Out",2012,60,269,0,0,232,11,10
"Citadel",2012,60,270,0,0,232,11,11
"Kumaré",2012,60,271,0,0,232,11,12
"Madagascar 3: Europe's Most Wanted",2012,60,272,0,0,232,11,13
"Thin Ice",2012,60,273,0,0,232,11,14
"Celeste and Jesse Forever",2012,59,274,0,0,232,11,1
"Restless City",2012,59,275,0,0,232,11,2
"Inside Hana's Suitcase",2012,59,276,0,0,232,11,3
"Shakespeare High",2012,59,277,0,0,232,11,4
"Seeking a Friend for the End of the World",2012,59,278,0,0,232,11,5
"The Front Line",2012,59,279,0,0,232,11,6
"Dangerous Liaisons (2012)",2012,59,280,0,0,232,11,7
"Savages",2012,59,281,0,0,232,11,8
"Surviving Progress",2012,59,282,0,0,232,11,9
"On the Ice",2012,59,283,0,0,232,11,10
"This Is 40",2012,59,284,0,0,232,11,11
"Salmon Fishing in the Yemen",2012,58,285,0,0,232,11,1
"Follow Me: The Yoni Netanyahu Story",2012,58,286,0,0,232,11,2
"Free Men",2012,58,287,0,0,232,11,3
"Norwegian Wood",2012,58,288,0,0,232,11,4
"Cosmopolis",2012,58,289,0,0,232,11,5
"Trouble with the Curve",2012,58,290,0,0,232,11,6
"Universal Soldier: Day of Reckoning",2012,58,291,0,0,232,11,7
"Orchestra of Exiles",2012,58,292,0,0,232,11,8
"Gayby",2012,58,293,0,0,232,11,9
"The Dictator",2012,58,294,0,0,232,11,10
"Rise of the Guardians",2012,58,295,0,0,232,11,11
"Men in Black III",2012,58,296,0,0,232,11,12
"Lawless",2012,58,297,0,0,232,11,13
"The Hobbit: An Unexpected Journey",2012,58,298,0,0,232,11,14
"Trishna",2012,57,299,0,0,232,11,1
"The Woman in the Fifth",2012,57,300,0,0,232,11,2
"12 Years a Slave",2013,96,1,1,1,99,1,1
"Gravity",2013,96,2,1,0,99,1,2
"Before Midnight",2013,94,3,0,0,99,1,1
"Inside Llewyn Davis",2013,93,4,0,0,99,1,1
"Stories We Tell",2013,91,5,0,0,99,1,1
"The Gatekeepers",2013,91,6,0,0,99,1,2
"Her",2013,90,7,1,0,99,1,1
"The Act of Killing",2013,90,8,0,0,99,1,2
"American Hustle",2013,90,9,1,0,99,1,3
"Blue Is the Warmest Color",2013,88,10,0,0,99,1,1
"The Missing Picture",2013,87,11,0,0,99,1,1
"All Is Lost",2013,87,12,0,0,99,1,2
"Gideon's Army",2013,87,13,0,0,99,1,3
"Nebraska",2013,86,14,1,0,99,1,1
"Drug War",2013,86,15,0,0,99,1,2
"The Great Beauty",2013,86,16,0,0,99,1,3
"Let the Fire Burn",2013,86,17,0,0,99,1,4
"The Past",2013,85,18,0,0,99,1,1
"Fruitvale Station",2013,85,19,0,0,99,1,2
"War Witch",2013,84,20,0,0,99,1,1
"The Square",2013,84,21,0,0,99,1,2
"Museum Hours",2013,84,22,0,0,99,1,3
"Dallas Buyers Club",2013,84,23,1,0,99,1,4
"Blackfish",2013,83,24,0,0,99,1,1
"The Wind Rises",2013,83,25,0,0,99,1,2
"20 Feet from Stardom",2013,83,26,0,0,99,1,3
"La Camioneta: The Journey of One American School Bus",2013,83,27,0,0,99,1,4
"Captain Phillips",2013,83,28,1,0,99,1,5
"The Selfish Giant",2013,83,29,0,0,99,1,6
"56 Up",2013,83,30,0,0,99,1,7
"Cutie and the Boxer",2013,83,31,0,0,99,1,8
"These Birds Walk",2013,82,32,0,0,99,1,1
"Viola",2013,82,33,0,0,99,1,2
"Short Term 12",2013,82,34,0,0,99,1,3
"Frances Ha",2013,82,35,0,0,99,1,4
"A Hijacking",2013,82,36,0,0,99,1,5
"The Spectacular Now",2013,82,37,0,0,99,1,6
"Blancanieves",2013,82,38,0,0,99,1,7
"At Berkeley",2013,81,39,0,0,99,1,1
"Wadjda",2013,81,40,0,0,99,1,2
"Leviathan",2013,81,41,0,0,99,1,3
"No",2013,81,42,0,0,99,1,4
"Gimme the Loot",2013,81,43,0,0,99,1,5
"Cousin Jules",2013,81,44,0,0,99,1,6
"Upstream Color",2013,81,45,0,0,99,1,7
"The World's End",2013,81,46,0,0,99,1,8
"What Richard Did",2013,80,47,0,0,99,1,1
"Room 237",2013,80,48,0,0,99,1,2
"Call Me Kuchu",2013,80,49,0,0,99,1,3
"Berberian Sound Studio",2013,80,50,0,0,99,1,4
"Il Futuro",2013,80,51,0,0,99,1,5
"The Last of the Unjust",2013,80,52,0,0,99,1,6
"Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington",2013,80,53,0,0,99,1,7
"Beyond the Hills",2013,79,54,0,0,99,1,1
"The Crash Reel",2013,79,55,0,0,99,1,2
"Deceptive Practices: The Mysteries and Mentors of Ricky Jay",2013,79,56,0,0,99,1,3
"In a World...",2013,79,57,0,0,99,1,4
"Birders: The Central Park Effect",2013,79,58,0,0,99,1,5
"Fill the Void",2013,79,59,0,0,99,1,6
"Our Children",2013,79,60,0,0,99,1,7
"Enough Said",2013,78,61,0,0,99,1,1
"In the Fog",2013,78,62,0,0,99,1,2
"Blue Jasmine",2013,78,63,0,0,99,1,3
"Pavilion",2013,78,64,0,0,99,1,4
"Much Ado About Nothing",2013,78,65,0,0,99,1,5
"Paradise: Hope",2013,78,66,0,0,99,1,6
"Seduced and Abandoned",2013,77,67,0,0,99,1,1
"Mother of George",2013,77,68,0,0,99,1,2
"A River Changes Course",2013,77,69,0,0,99,1,3
"God Loves Uganda",2013,77,70,0,0,99,1,4
"Caesar Must Die",2013,77,71,0,0,99,1,5
"A Band Called Death",2013,77,72,0,0,99,1,6
"The Hunt",2013,77,73,0,0,99,1,7
"A Touch of Sin",2013,77,74,0,0,99,1,8
"Philomena",2013,77,75,1,0,99,1,9
"Blue Caprice",2013,76,76,0,0,99,1,1
"Like Someone in Love",2013,76,77,0,0,99,1,2
"Something in the Air",2013,76,78,0,0,99,1,3
"Ain't in It for My Health: A Film About Levon Helm",2013,76,79,0,0,99,1,4
"Lore",2013,76,80,0,0,99,1,5
"Dirty Wars",2013,76,81,0,0,99,1,6
"Tokyo Waka: A City Poem",2013,76,82,0,0,99,1,7
"This Ain't California",2013,76,83,0,0,99,1,8
"We Steal Secrets: The Story of WikiLeaks",2013,76,84,0,0,99,1,9
"Night Across the Street",2013,76,85,0,0,99,1,10
"Tim's Vermeer",2013,76,86,0,0,99,1,11
"Reality",2013,76,87,0,0,99,1,12
"Mud",2013,76,88,0,0,99,1,13
"The Hunger Games: Catching Fire",2013,76,89,0,0,99,1,14
"Is the Man Who Is Tall Happy?",2013,76,90,0,0,99,1,15
"Dead Man's Burden",2013,76,91,0,0,99,1,16
"Sound City",2013,76,92,0,0,99,1,17
"The Punk Singer",2013,75,93,0,0,99,1,1
"Muscle Shoals",2013,75,94,0,0,99,1,2
"Harry Dean Stanton: Partly Fiction",2013,75,95,0,0,99,1,3
"The Invisible Woman",2013,75,96,0,0,99,1,4
"After Tiller",2013,75,97,0,0,99,1,5
"Side Effects",2013,75,98,0,0,99,1,6
"The Wolf of Wall Street",2013,75,99,1,0,99,1,7
"Graceland",2013,75,100,0,0,99,1,8
"What Maisie Knew",2013,74,101,0,0,99,1,1
"Augustine",2013,74,102,0,0,99,1,2
"The Stone Roses: Made of Stone",2013,74,103,0,0,99,1,3
"Computer Chess",2013,74,104,0,0,99,1,4
"Caucus",2013,74,105,0,0,99,1,5
"Welcome to Pine Hill",2013,74,106,0,0,99,1,6
"Rush",2013,74,107,0,0,99,1,7
"Frozen",2013,74,108,0,0,99,1,8
"Plimpton! Starring George Plimpton as Himself",2013,74,109,0,0,99,1,9
"The Trials of Muhammad Ali",2013,74,110,0,0,99,1,10
"Ain't Them Bodies Saints",2013,74,111,0,0,99,1,11
"Prisoners",2013,74,112,0,0,99,1,12
"The Attack",2013,74,113,0,0,99,1,13
"Happy People: A Year in the Taiga",2013,74,114,0,0,99,1,14
"An Oversimplification of Her Beauty",2013,74,115,0,0,99,1,15
"Becoming Traviata",2013,74,116,0,0,99,1,16
"The Pirogue",2013,74,117,0,0,99,1,17
"Narco Cultura",2013,74,118,0,0,99,1,18
"Laurence Anyways",2013,73,119,0,0,99,1,1
"Free Angela & All Political Prisoners",2013,73,120,0,0,99,1,2
"Far Out Isn't Far Enough: The Tomi Ungerer Story",2013,73,121,0,0,99,1,3
"Prince Avalanche",2013,73,122,0,0,99,1,4
"The Grandmaster",2013,73,123,0,0,99,1,5
"Herman's House",2013,73,124,0,0,99,1,6
"Uprising (2013)",2013,73,125,0,0,99,1,7
"Still Mine",2013,72,126,0,0,99,1,1
"Our Nixon",2013,72,127,0,0,99,1,2
"In the House",2013,72,128,0,0,99,1,3
"Aliyah",2013,72,129,0,0,99,1,4
"Zipper: Coney Island's Last Wild Ride",2013,72,130,0,0,99,1,5
"Star Trek Into Darkness",2013,72,131,0,0,99,1,6
"Pussy Riot: A Punk Prayer",2013,72,132,0,0,99,1,7
"Pieta",2013,72,133,0,0,99,1,8
"The Silence",2013,72,134,0,0,99,1,9
"Stolen Seas",2013,71,135,0,0,99,1,1
"I Am Breathing",2013,71,136,0,0,99,1,2
"My Brother the Devil",2013,71,137,0,0,99,1,3
"Koch",2013,71,138,0,0,99,1,4
"This Is Martin Bonner",2013,71,139,0,0,99,1,5
"11 Flowers",2013,71,140,0,0,99,1,6
"From Up on Poppy Hill",2013,71,141,0,0,99,1,7
"The Pervert's Guide to Ideology",2013,71,142,0,0,99,1,8
"We Are What We Are",2013,71,143,0,0,99,1,9
"Shadow Dancer",2013,71,144,0,0,99,1,10
"Blood Brother",2013,71,145,0,0,99,1,11
"Drinking Buddies",2013,71,146,0,0,99,1,12
"The Broken Circle Breakdown",2013,70,147,0,0,99,1,1
"More Than Honey",2013,70,148,0,0,99,1,2
"Sun Don't Shine",2013,70,149,0,0,99,1,3
"On the Job",2013,70,150,0,0,99,1,4
"Informant",2013,70,151,0,0,99,1,5
"I Am Divine",2013,70,152,0,0,99,1,6
"The Painting (Le Tableau)",2013,70,153,0,0,99,1,7
"Lenny Cooke",2013,70,154,0,0,99,1,8
"Évocateur: The Morton Downey Jr. Movie",2013,70,155,0,0,99,1,9
"Hannah Arendt",2013,69,156,0,0,99,1,1
"White Reindeer",2013,69,157,0,0,99,1,2
"Big Star: Nothing Can Hurt Me",2013,69,158,0,0,99,1,3
"Post Tenebras Lux",2013,69,159,0,0,99,1,4
"You Ain't Seen Nothin' Yet",2013,69,160,0,0,99,1,5
"How to Make Money Selling Drugs",2013,69,161,0,0,99,1,6
"I Used to Be Darker",2013,69,162,0,0,99,1,7
"Bastards",2013,69,163,0,0,99,1,8
"Nuclear Nation",2013,69,164,0,0,99,1,9
"Out in the Dark",2013,69,165,0,0,99,1,10
"Ginger & Rosa",2013,69,166,0,0,99,1,11
"Sightseers",2013,69,167,0,0,99,1,12
"Terms and Conditions May Apply",2013,68,168,0,0,99,1,1
"The Conjuring",2013,68,169,0,0,99,1,2
"A Place at the Table",2013,68,170,0,0,99,1,3
"The East",2013,68,171,0,0,99,1,4
"Fire in the Blood",2013,68,172,0,0,99,1,5
"Una Noche",2013,68,173,0,0,99,1,6
"Europa Report",2013,68,174,0,0,99,1,7
"The Way, Way Back",2013,68,175,0,0,99,1,8
"Red Obsession",2013,68,176,0,0,99,1,9
"The Place Beyond the Pines",2013,68,177,0,0,99,1,10
"Inequality for All",2013,68,178,0,0,99,1,11
"One Life",2013,68,179,0,0,99,1,12
"The New Black",2013,68,180,0,0,99,1,13
"S#x Acts",2013,67,181,0,0,99,1,1
"American Promise",2013,67,182,0,0,99,1,2
"The New Rijksmuseum",2013,67,183,0,0,99,1,3
"Future Weather",2013,67,184,0,0,99,1,4
"This Is the End",2013,67,185,0,0,99,1,5
"The Wall",2013,67,186,0,0,99,1,6
"The Armstrong Lie",2013,67,187,0,0,99,1,7
"The History of Future Folk",2013,67,188,0,0,99,1,8
"The Sapphires",2013,67,189,0,0,99,1,9
"Crystal Fairy & The Magical Cactus",2013,67,190,0,0,99,1,10
"White Elephant",2013,67,191,0,0,99,1,11
"You Will Be My Son",2013,67,192,0,0,99,1,12
"Himizu",2013,66,193,0,0,99,1,1
"Smash & Grab: The Story of the Pink Panthers",2013,66,194,0,0,99,1,2
"Yossi",2013,66,195,0,0,99,1,3
"The Angels' Share",2013,66,196,0,0,99,1,4
"The Bling Ring",2013,66,197,0,0,99,1,5
"Don Jon",2013,66,198,0,0,99,1,6
"Shepard & Dark",2013,66,199,0,0,99,1,7
"Byzantium",2013,66,200,0,0,99,1,8
"Boyhood",2014,100,1,1,0,148,15,1
"Mr. Turner",2014,94,2,0,0,148,15,1
"Leviathan",2014,92,3,0,0,148,15,1
"Ida",2014,91,4,0,0,148,15,1
"Big Men",2014,90,5,0,0,148,15,1
"The Overnighters",2014,89,6,0,0,148,15,1
"The Tale of The Princess Kaguya",2014,89,7,0,0,148,15,2
"Two Days, One Night",2014,89,8,0,0,148,15,3
"National Gallery",2014,89,9,0,0,148,15,4
"Manuscripts Don't Burn",2014,88,10,0,0,148,15,1
"Whiplash",2014,88,11,1,0,148,15,2
"The Grand Budapest Hotel",2014,88,12,1,0,148,15,3
"Winter Sleep",2014,88,13,0,0,148,15,4
"Citizenfour",2014,88,14,0,0,148,15,5
"Birdman or (The Unexpected Virtue of Ignorance)",2014,87,15,1,1,148,15,1
"We Are the Best!",2014,87,16,0,0,148,15,2
"Particle Fever",2014,87,17,0,0,148,15,3
"Life Itself",2014,87,18,0,0,148,15,4
"Force Majeure",2014,87,19,0,0,148,15,5
"Stand Clear of the Closing Doors",2014,86,20,0,0,148,15,1
"The Babadook",2014,86,21,0,0,148,15,2
"Last Days in Vietnam",2014,86,22,0,0,148,15,3
"Manakamana",2014,86,23,0,0,148,15,4
"Maidan",2014,86,24,0,0,148,15,5
"Ernest & Célestine",2014,86,25,0,0,148,15,6
"Selma",2014,85,26,1,0,148,15,1
"Song of the Sea",2014,85,27,0,0,148,15,2
"Ilo Ilo",2014,85,28,0,0,148,15,3
"Night Will Fall",2014,85,29,0,0,148,15,4
"Tales of the Grim Sleeper",2014,85,30,0,0,148,15,5
"Watchers of the Sky",2014,85,31,0,0,148,15,6
"Snowpiercer",2014,84,32,0,0,148,15,1
"Stray Dogs",2014,84,33,0,0,148,15,2
"The LEGO Movie",2014,83,34,0,0,148,15,1
"Gloria",2014,83,35,0,0,148,15,2
"Burning Bush",2014,83,36,0,0,148,15,3
"Red Army",2014,83,37,0,0,148,15,4
"20,000 Days on Earth",2014,83,38,0,0,148,15,5
"Levitated Mass",2014,82,39,0,0,148,15,1
"Flamenco, Flamenco",2014,82,40,0,0,148,15,2
"Archipelago",2014,82,41,0,0,148,15,3
"Love Is Strange",2014,82,42,0,0,148,15,4
"Stranger by the Lake",2014,82,43,0,0,148,15,5
"Elena",2014,81,44,0,0,148,15,1
"Top Five",2014,81,45,0,0,148,15,2
"Locke",2014,81,46,0,0,148,15,3
"Foxcatcher",2014,81,47,0,0,148,15,4
"Wrinkles",2014,81,48,0,0,148,15,5
"A Girl Walks Home Alone at Night",2014,81,49,0,0,148,15,6
"Closed Curtain",2014,81,50,0,0,148,15,7
"The Empty Hours",2014,81,51,0,0,148,15,8
"Inherent Vice",2014,81,52,0,0,148,15,9
"Starred Up",2014,81,53,0,0,148,15,10
"Norte, the End of History",2014,81,54,0,0,148,15,11
"Elaine Stritch: Shoot Me",2014,81,55,0,0,148,15,12
"She's Beautiful When She's Angry",2014,80,56,0,0,148,15,1
"Concerning Violence",2014,80,57,0,0,148,15,2
"The Strange Little Cat",2014,80,58,0,0,148,15,3
"Glen Campbell: I'll Be Me",2014,79,59,0,0,148,15,1
"Pride",2014,79,60,0,0,148,15,2
"A Most Violent Year",2014,79,61,0,0,148,15,3
"Gone Girl",2014,79,62,0,0,148,15,4
"Policeman",2014,79,63,0,0,148,15,5
"Dear White People",2014,79,64,0,0,148,15,6
"Jodorowsky's Dune",2014,79,65,0,0,148,15,7
"Only Lovers Left Alive",2014,79,66,0,0,148,15,8
"Dawn of the Planet of the Apes",2014,79,67,0,0,148,15,9
"For Those in Peril",2014,79,68,0,0,148,15,10
"Rocks in My Pockets",2014,78,69,0,0,148,15,1
"Under the Skin",2014,78,70,0,0,148,15,2
"Born to Fly",2014,78,71,0,0,148,15,3
"Blue Ruin",2014,78,72,0,0,148,15,4
"Tracks",2014,78,73,0,0,148,15,5
"The Case Against 8",2014,78,74,0,0,148,15,6
"Abuse of Weakness",2014,77,75,0,0,148,15,1
"Wetlands",2014,77,76,0,0,148,15,2
"Expedition to the End of the World",2014,77,77,0,0,148,15,3
"Revenge of the Mekons",2014,77,78,0,0,148,15,4
"Child's Pose",2014,77,79,0,0,148,15,5
"Calvary",2014,77,80,0,0,148,15,6
"Keep On Keepin' On",2014,77,81,0,0,148,15,7
"The Immigrant",2014,77,82,0,0,148,15,8
"Code Black",2014,77,83,0,0,148,15,9
"Fifi Howls from Happiness",2014,76,84,0,0,148,15,1
"Guardians of the Galaxy",2014,76,85,0,0,148,15,2
"Actress",2014,76,86,0,0,148,15,3
"It Felt Like Love",2014,76,87,0,0,148,15,4
"The Lunchbox",2014,76,88,0,0,148,15,5
"How to Train Your Dragon 2",2014,76,89,0,0,148,15,6
"Housebound",2014,76,90,0,0,148,15,7
"The Dog",2014,76,91,0,0,148,15,8
"The Guest",2014,76,92,0,0,148,15,9
"Listen Up Philip",2014,76,93,0,0,148,15,10
"Horses of God",2014,76,94,0,0,148,15,11
"Afternoon of a Faun: Tanaquil Le Clercq",2014,76,95,0,0,148,15,12
"Wild",2014,76,96,0,0,148,15,13
"The Dance of Reality",2014,76,97,0,0,148,15,14
"Obvious Child",2014,76,98,0,0,148,15,15
"Nightcrawler",2014,76,99,0,0,148,15,16
"Happy Valley",2014,76,100,0,0,148,15,17
"Kids for Cash",2014,75,101,0,0,148,15,1
"Frank",2014,75,102,0,0,148,15,2
"The Retrieval",2014,75,103,0,0,148,15,3
"The Trip to Italy",2014,75,104,0,0,148,15,4
"Honey",2014,75,105,0,0,148,15,5
"Goodbye to Language 3D",2014,75,106,0,0,148,15,6
"Night Moves",2014,75,107,0,0,148,15,7
"The Kingdom of Dreams and Madness",2014,75,108,0,0,148,15,8
"The Battered Bastards of Baseball",2014,75,109,0,0,148,15,9
"Rich Hill",2014,75,110,0,0,148,15,10
"Finding Vivian Maier",2014,75,111,0,0,148,15,11
"2 Autumns, 3 Winters",2014,75,112,0,0,148,15,12
"X-Men: Days of Future Past",2014,75,113,0,0,148,15,13
"Plot for Peace",2014,75,114,0,0,148,15,14
"The Great Flood",2014,75,115,0,0,148,15,15
"Omar",2014,75,116,0,0,148,15,16
"The Skeleton Twins",2014,74,117,0,0,148,15,1
"Dancing in Jaffa",2014,74,118,0,0,148,15,2
"Unrelated",2014,74,119,0,0,148,15,3
"Cheatin'",2014,74,120,0,0,148,15,4
"Bad Hair",2014,74,121,0,0,148,15,5
"Interstellar",2014,74,122,0,0,148,15,6
"Big Hero 6",2014,74,123,0,0,148,15,7
"Joe",2014,74,124,0,0,148,15,8
"Like Father, Like Son",2014,73,125,0,0,148,15,1
"A Field in England",2014,73,126,0,0,148,15,2
"A Most Wanted Man",2014,73,127,0,0,148,15,3
"The Imitation Game",2014,73,128,1,0,148,15,4
"Ai Weiwei: The Fake Case",2014,73,129,0,0,148,15,5
"Beyond the Lights",2014,73,130,0,0,148,15,6
"Le Week-End",2014,73,131,0,0,148,15,7
"Little Feet",2014,73,132,0,0,148,15,8
"Witching and Bitching",2014,73,133,0,0,148,15,9
"Cold in July",2014,73,134,0,0,148,15,10
"The Blue Room",2014,73,135,0,0,148,15,11
"American Sniper",2014,72,136,1,0,148,15,1
"Diplomacy",2014,72,137,0,0,148,15,2
"In Bloom",2014,72,138,0,0,148,15,3
"7 Boxes",2014,72,139,0,0,148,15,4
"Exhibition",2014,72,140,0,0,148,15,5
"The Rocket",2014,72,141,0,0,148,15,6
"The Internet's Own Boy: The Story of Aaron Swartz",2014,72,142,0,0,148,15,7
"Gore Vidal: The United States of Amnesia",2014,72,143,0,0,148,15,8
"Violette",2014,72,144,0,0,148,15,9
"When I Saw You",2014,72,145,0,0,148,15,10
"Mistaken for Strangers",2014,72,146,0,0,148,15,11
"The Great Invisible",2014,72,147,0,0,148,15,12
"The Theory of Everything",2014,72,148,1,0,148,15,13
"The Heart Machine",2014,72,149,0,0,148,15,14
"Dormant Beauty",2014,72,150,0,0,148,15,15
"Nas: Time Is Illmatic",2014,72,151,0,0,148,15,16
"Still Alice",2014,72,152,0,0,148,15,17
"Siddharth",2014,72,153,0,0,148,15,18
"The Kill Team",2014,72,154,0,0,148,15,19
"Fed Up",2014,71,155,0,0,148,15,1
"The Raid 2",2014,71,156,0,0,148,15,2
"Edge of Tomorrow",2014,71,157,0,0,148,15,3
"22 Jump Street",2014,71,158,0,0,148,15,4
"Run & Jump",2014,71,159,0,0,148,15,5
"Whitey: United States of America v. James J. Bulger",2014,71,160,0,0,148,15,6
"Next Goal Wins",2014,71,161,0,0,148,15,7
"The Way He Looks",2014,71,162,0,0,148,15,8
"Remote Area Medical",2014,71,163,0,0,148,15,9
"Get On Up",2014,71,164,0,0,148,15,10
"Bird People",2014,70,165,0,0,148,15,1
"Maidentrip",2014,70,166,0,0,148,15,2
"Gabrielle",2014,70,167,0,0,148,15,3
"Test",2014,70,168,0,0,148,15,4
"Captain America: The Winter Soldier",2014,70,169,0,0,148,15,5
"Life of Riley",2014,70,170,0,0,148,15,6
"Happy Christmas",2014,70,171,0,0,148,15,7
"Palo Alto",2014,69,172,0,0,148,15,1
"The Unknown Known",2014,69,173,0,0,148,15,2
"Venus in Fur",2014,69,174,0,0,148,15,3
"Antarctica: A Year on Ice",2014,69,175,0,0,148,15,4
"Hide Your Smiling Faces",2014,69,176,0,0,148,15,5
"Zero Motivation",2014,69,177,0,0,148,15,6
"Into the Woods",2014,69,178,0,0,148,15,7
"The Galapagos Affair: Satan Came to Eden",2014,69,179,0,0,148,15,8
"The Fault in Our Stars",2014,69,180,0,0,148,15,9
"The Drop",2014,69,181,0,0,148,15,10
"Art and Craft",2014,68,182,0,0,148,15,1
"The Homesman",2014,68,183,0,0,148,15,2
"Watermark",2014,68,184,0,0,148,15,3
"If You Don't, I Will",2014,68,185,0,0,148,15,4
"Why Don't You Play in Hell?",2014,68,186,0,0,148,15,5
"Bears",2014,68,187,0,0,148,15,6
"Land Ho!",2014,68,188,0,0,148,15,7
"Fort Bliss",2014,68,189,0,0,148,15,8
"John Wick",2014,68,190,0,0,148,15,9
"Chef",2014,68,191,0,0,148,15,10
"Anita",2014,68,192,0,0,148,15,11
"Journey to the West",2014,68,193,0,0,148,15,12
"Bethlehem",2014,68,194,0,0,148,15,13
"The Double",2014,68,195,0,0,148,15,14
"No No: A Dockumentary",2014,68,196,0,0,148,15,15
"12 O'Clock Boys",2014,68,197,0,0,148,15,16
"Neighbors",2014,68,198,0,0,148,15,17
"Noah",2014,68,199,0,0,148,15,18
"The Pleasures of Being Out of Step",2014,68,200,0,0,148,15,19
"Carol",2015,94,1,0,0,116,4,1
"45 Years",2015,94,2,0,0,116,4,2
"Inside Out",2015,94,3,0,0,116,4,3
"Spotlight",2015,93,4,1,1,116,4,1
"Sherpa",2015,93,5,0,0,116,4,2
"Timbuktu",2015,92,6,0,0,116,4,1
"The Look of Silence",2015,92,7,0,0,116,4,2
"Son of Saul",2015,91,8,0,0,116,4,1
"Jafar Panahi's Taxi",2015,91,9,0,0,116,4,2
"Gett: The Trial of Viviane Amsalem",2015,90,10,0,0,116,4,1
"Hard to Be a God",2015,90,11,0,0,116,4,2
"Mad Max: Fury Road",2015,90,12,1,0,116,4,3
"Gangs of Wasseypur",2015,89,13,0,0,116,4,1
"Phoenix",2015,89,14,0,0,116,4,2
"Western",2015,89,15,0,0,116,4,3
"Democrats",2015,88,16,0,0,116,4,1
"Anomalisa",2015,88,17,0,0,116,4,2
"Brooklyn",2015,88,18,1,0,116,4,3
"Of Men and War",2015,87,19,0,0,116,4,1
"About Elly (2009)",2015,87,20,0,0,116,4,2
"The Diary of a Teenage Girl",2015,87,21,0,0,116,4,3
"Listen to Me Marlon",2015,87,22,0,0,116,4,4
"The Duke of Burgundy",2015,87,23,0,0,116,4,5
"Room",2015,86,24,1,0,116,4,1
"Dreamcatcher",2015,86,25,0,0,116,4,2
"Tangerine",2015,86,26,0,0,116,4,3
"Amy",2015,85,27,0,0,116,4,1
"Girlhood",2015,85,28,0,0,116,4,2
"Horse Money",2015,84,29,0,0,116,4,1
